Taxon,HFD1_D0,HFD1_D14,HFD1_D29,HFD1_D43,HFD2_D0,HFD2_D14,HFD2_D29,HFD2_D43,HFD3_D0,HFD3_D14,HFD3_D29,HFD3_D43,HFD4_D0,HFD4_D14,HFD4_D29,HFD4_D43,LFD1_D0,LFD1_D14,LFD1_D29,LFD1_D43,LFD2_D0,LFD2_D14,LFD2_D29,LFD2_D43,LFD3_D0,LFD3_D14,LFD3_D29,LFD3_D43,LFD4_D0,LFD4_D14,LFD4_D29,LFD4_D43
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Enterobacterales@Morganellaceae@Photorhabdus@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.953E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Bacteroidaceae@Bacteroides@_,2.1592E11,3.0208E11,1.7588E11,2.9023E11,8.0202E10,3.7392E11,1.2247E11,3.8537E11,2.4477E10,1.7913E11,1.4223E11,2.0497E11,2.4946E11,1.248E12,7.7925E10,3.6184E11,6.4989E10,6.0762E11,5.648E11,5.8297E11,1.3533E11,1.7836E11,7.3661E10,1.539E11,1.375E11,1.356E11,2.7537E11,3.3356E11,7.4213E10,2.7425E11,9.9359E10,2.9531E11
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Bacteroidaceae@Bacteroides@Bacteroides thetaiotaomicron,0.0,1.4343E7,8.6432E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Bacteroidaceae@Bacteroides@Bacteroides uniformis,2.9879E8,2.6641E10,3.7216E9,4.7865E7,1.0346E8,1.5239E10,1.7626E9,2.0914E9,4.7553E7,9.8128E9,3.6259E9,1.6818E9,5.8619E8,1.9314E9,1.6116E9,5.8942E8,1.3236E7,7.0674E8,2.3099E8,1.5173E8,3.2886E8,2.6182E9,1.3817E10,5.446E8,8.237E7,3.4729E9,9.4074E9,8.5338E9,1.2561E8,8.1887E9,2.5156E8,9.3852E8
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Bacteroidaceae@Bacteroides@Bacteroides vulgatus,5.291E9,2.4174E10,8.6871E9,3.3687E10,1.5596E9,2.4844E10,1.6662E10,5.1877E10,9.9832E8,3.3928E10,2.7552E10,2.9212E10,4.6946E9,4.994E10,4.0858E9,2.5642E10,6.0351E8,3.9277E10,3.5487E10,3.6329E10,2.9658E8,3.671E9,4.0535E9,8.5834E8,9.7726E8,8.1637E8,3.7429E9,3.2237E9,3.277E9,5.5455E9,1.236E9,9.8998E8
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Porphyromonadaceae@Parabacteroides@Parabacteroides distasonis,8.7783E7,3.3315E8,6.426E8,2.4066E9,6.935E6,6.8443E8,1.9588E8,1.4854E9,0.0,3.0087E8,6.2824E8,4.768E8,1.1936E8,1.3549E9,2.9058E8,1.7809E9,9.4467E7,6.5137E6,2.1866E8,4.3849E8,4.9729E7,5.1926E8,2.577E9,8.3647E8,3.9535E7,2.5221E8,2.7478E8,1.8199E7,3.2064E7,1.3982E8,0.0,5.7058E7
cellular organisms@Bacteria@_@_@_@_@_@uncultured bacterium Contig1500,0.0,0.0,0.0,0.0,7.5295E6,0.0,5.5052E6,0.0,4.1826E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8343E6,0.0,6.331E6,0.0,1.6115E7,0.0,0.0,0.0,6.7582E6,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Bacteroidetes@Flavobacteriia@Flavobacteriales@Cryomorphaceae@_@Cryomorphaceae bacterium BACL29 MAG-121220-bin8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7435E8,0.0
cellular organisms@Eukaryota@Mucoromycota@_@_@_@_@_,0.0,0.0,0.0,0.0,0.0,0.0,2.7279E8,0.0,0.0,4.4441E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2234E7,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Bacteroidaceae@Bacteroides@Bacteroides nordii,1.5707E9,6.1645E7,1.8275E8,5.1997E8,5.8272E8,9.2546E8,1.2951E8,1.3452E9,2.4924E8,2.0171E8,1.155E9,1.7746E8,8.0418E8,1.4558E9,1.2019E8,4.0617E8,6.1182E8,0.0,1.3441E9,9.4911E8,1.2938E9,3.7294E8,5.5571E8,2.0777E9,1.1165E9,2.9097E8,7.6646E7,8.7636E8,6.7531E8,1.1015E8,6.1811E7,5.4937E8
cellular organisms@Bacteria@Fusobacteria@Fusobacteriia@Fusobacteriales@Leptotrichiaceae@Sebaldella@Sebaldella termitidis,0.0,0.0,1.8579E8,1.9917E8,0.0,2.5571E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8596E7,0.0,4.7749E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Lachnospiraceae@Butyrivibrio@_,5.2988E8,2.6054E8,3.1492E8,2.2619E8,4.8824E8,2.7676E8,8.4182E7,1.9867E8,3.602E8,1.1241E9,1.2018E8,3.0689E8,6.4281E7,1.6833E8,1.3036E8,4.3694E7,2.3412E8,5.7151E8,2.4601E8,6.1718E8,2.6194E8,7.0303E8,1.8162E8,2.5647E7,1.0795E8,4.3568E8,9.9109E7,1.4811E8,2.1647E8,3.362E8,2.2575E8,3.3753E8
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Lachnospiraceae@Butyrivibrio@Butyrivibrio fibrisolvens,8.4196E7,2.1308E7,1.7289E7,1.8072E7,2.2169E8,8.1227E7,0.0,0.0,3.898E7,0.0,0.0,6.9289E7,0.0,1.1443E8,0.0,0.0,2.635E7,9.9551E6,5.6461E7,3.4366E8,3.0222E7,1.5787E8,4.8934E7,2.5647E7,0.0,1.1301E7,0.0,0.0,1.1035E8,0.0,2.4701E7,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Peptococcaceae@Desulfosporosinus@Desulfosporosinus acidiphilus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2313E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Bacteroidetes@Flavobacteriia@Flavobacteriales@Flavobacteriaceae@Formosa@Formosa agariphila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9418E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Alphaproteobacteria@Rhizobiales@Bradyrhizobiaceae@Bosea@Bosea sp. WAO,0.0,4.8227E7,0.0,2.218E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9904E6,0.0,0.0,0.0,0.0,0.0,8.4622E6,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Bacteroidetes@Cytophagia@Cytophagales@Flammeovirgaceae@Roseivirga@Roseivirga ehrenbergii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1016E8,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Porphyromonadaceae@Porphyromonas@_,1.326E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0522E7,0.0,0.0,0.0,0.0,0.0,5.2054E7,0.0,0.0,0.0,7.1296E7,0.0,2.9275E7,0.0,4.5533E7,0.0,0.0,0.0,3.7083E7,9.9243E7
cellular organisms@Archaea@Euryarchaeota@Halobacteria@Halobacteriales@Halobacteriaceae@Halorhabdus@Halorhabdus tiamatea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5233E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2197E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@_@_@_@_@_@Parcubacteria group bacterium GW2011_GWA2_38_13b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9563E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Negativicutes@Selenomonadales@Sporomusaceae@Anaerosporomusa@_,0.0,0.0,0.0,0.0,1.1603E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4057E7,0.0,0.0,0.0,9.4228E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7136E7,0.0,0.0,0.0,1.5063E8,0.0,0.0,0.0
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Prevotellaceae@Prevotella@_,1.4834E8,1.0223E9,2.4188E8,8.0816E8,1.3769E8,4.8598E8,4.2113E8,8.7174E8,5.4627E7,1.7857E8,5.7848E7,3.3435E8,1.3326E8,3.5809E8,1.2342E8,8.1248E7,1.1729E8,2.7521E8,4.2454E8,6.2172E8,1.0535E7,7.9053E7,3.8432E8,2.354E8,2.0792E8,1.1068E8,2.9314E8,1.4421E8,8.9888E7,1.7334E9,6.4033E8,1.316E9
cellular organisms@Bacteria@Spirochaetes@Spirochaetia@_@Leptospiraceae@Leptospira@Leptospira wolbachii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3236E7,0.0,5.8194E7,1.1899E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1942E7,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Lachnospiraceae@Roseburia@_,6.4627E8,4.5239E9,3.069E9,2.6932E9,4.5606E9,3.6395E9,1.3726E9,4.0267E9,1.479E9,5.3521E9,1.0645E9,3.8774E9,1.7656E9,2.0111E9,9.967E9,3.2771E9,2.3768E9,2.5622E9,1.8966E9,3.7089E9,1.6877E9,3.558E9,9.2834E8,6.6007E9,1.7079E9,2.2106E9,1.6434E9,8.3133E8,4.5608E9,4.5044E9,1.7819E9,2.5622E9
cellular organisms@Bacteria@Fusobacteria@Fusobacteriia@Fusobacteriales@Fusobacteriaceae@Fusobacterium@_,0.0,5.8476E7,8.6205E7,6.5995E7,0.0,9.0219E7,7.0143E7,7.142E7,0.0,1.5124E8,0.0,0.0,2.6935E7,0.0,0.0,0.0,2.3387E7,0.0,7.0559E7,2.738E7,0.0,6.287E7,1.1723E7,4.8078E7,3.5188E7,3.4075E7,1.3645E7,2.643E7,3.7019E7,1.4383E8,1.193E8,7.2251E7
cellular organisms@Bacteria@Spirochaetes@Spirochaetia@Brachyspirales@Brachyspiraceae@Brachyspira@_,6.1226E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1031E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6871E6,0.0,2.8739E7,0.0
cellular organisms@Bacteria@Fusobacteria@Fusobacteriia@Fusobacteriales@Fusobacteriaceae@Fusobacterium@Fusobacterium nucleatum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1274E7,0.0,0.0,0.0,0.0,1.0126E7,0.0,0.0,0.0,1.5153E7,0.0,2.4261E7,0.0,0.0,4.624E7,1.1723E7,0.0,3.5188E7,2.0408E7,0.0,0.0,1.9509E7,3.0458E7,8.56E7,7.2251E7
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Ruminococcaceae@Faecalibacterium@Faecalibacterium prausnitzii,0.0,5.8273E7,3.0624E7,6.0815E7,0.0,5.3846E7,0.0,0.0,0.0,0.0,0.0,1.0994E7,0.0,4.1998E7,0.0,3.5358E7,0.0,0.0,0.0,4.8636E7,0.0,2.3144E7,5.9782E7,8.8951E7,0.0,7.1156E7,1.1842E7,5.6356E6,0.0,4.1677E7,4.7157E7,2.7786E8
cellular organisms@Bacteria@Firmicutes@Bacilli@Bacillales@Staphylococcaceae@_@_,0.0,0.0,2.5279E8,4.1969E8,2.5372E7,0.0,0.0,3.6123E7,0.0,7.6436E8,1.1296E7,2.8431E7,0.0,0.0,1.6165E8,2.6886E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008E8,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Peptostreptococcaceae@Terrisporobacter@Terrisporobacter othiniensis,0.0,0.0,1.8233E8,2.7913E8,7.8984E7,0.0,2.6285E7,2.8607E7,0.0,5.406E8,4.7548E7,0.0,0.0,2.1757E7,1.3002E8,5.9387E7,1.7688E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2287E7,0.0,0.0,0.0
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Bacteroidaceae@Bacteroides@Bacteroides sp. HPS0048,5.5584E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6668E6,0.0,8.1666E6,1.8809E7,0.0,0.0,0.0,0.0,0.0,0.0,5.9391E7,0.0,0.0,2.43E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Epsilonproteobacteria@Campylobacterales@_@_@_,1.0945E8,0.0,0.0,0.0,0.0,2.5223E7,0.0,0.0,1.2343E8,2.6542E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4754E6,2.2661E8,6.3267E7,9.9428E7,0.0,0.0,0.0,0.0,0.0,0.0,3.8609E7,0.0,0.0,0.0
cellular organisms@Bacteria@Fusobacteria@Fusobacteriia@Fusobacteriales@Fusobacteriaceae@Fusobacterium@Fusobacterium necrophorum,0.0,0.0,0.0,0.0,0.0,0.0,5.9877E7,1.7991E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Cardiobacteriales@Cardiobacteriaceae@_@_,5.8708E6,0.0,0.0,0.0,5.3563E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5764E7,9.7311E7,8.3394E7,2.4943E8,5.2183E7,1.1059E8,0.0,0.0,6.4299E7,0.0,0.0,0.0,4.0214E7,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Cardiobacteriales@Cardiobacteriaceae@Dichelobacter@_,5.8708E6,0.0,0.0,0.0,5.3563E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5764E7,9.7311E7,8.3394E7,2.4943E8,5.2183E7,1.1059E8,0.0,0.0,6.4299E7,0.0,0.0,0.0,4.0214E7,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Cardiobacteriales@Cardiobacteriaceae@Dichelobacter@Dichelobacter nodosus,5.8708E6,0.0,0.0,0.0,5.3563E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5764E7,9.7311E7,8.3394E7,2.4943E8,5.2183E7,1.1059E8,0.0,0.0,6.4299E7,0.0,0.0,0.0,4.0214E7,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Deltaproteobacteria@Desulfovibrionales@Desulfovibrionaceae@Desulfovibrio@_,0.0,1.4556E8,8.2618E7,1.0969E8,0.0,0.0,1.6067E7,6.3984E7,0.0,9.4211E7,0.0,5.4724E7,0.0,1.313E8,4.7009E7,3.2795E7,0.0,2.0867E7,1.9114E7,5.6836E7,0.0,0.0,1.1211E7,1.9228E8,0.0,0.0,0.0,0.0,0.0,1.2954E8,4.0345E7,1.8397E7
cellular organisms@Bacteria@Proteobacteria@Epsilonproteobacteria@_@_@_@_,1.0945E8,2.1147E7,1.9735E7,1.6218E7,0.0,2.5223E7,0.0,0.0,1.2343E8,2.6542E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4754E6,2.376E8,6.6748E7,9.9428E7,0.0,2.5495E7,0.0,0.0,0.0,0.0,3.8609E7,0.0,0.0,0.0
cellular organisms@Eukaryota@Chytridiomycota@Chytridiomycetes@_@_@_@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1478E7,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Deltaproteobacteria@Desulfovibrionales@Desulfovibrionaceae@Desulfovibrio@Desulfovibrio fructosivorans,0.0,1.2169E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0741E7,0.0,0.0,0.0,1.9228E8,0.0,0.0,0.0,0.0,0.0,1.0028E8,0.0,0.0
cellular organisms@Eukaryota@Chytridiomycota@Monoblepharidomycetes@_@_@_@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.424E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Deltaproteobacteria@Desulfuromonadales@Desulfuromonadaceae@Desulfuromonas@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5108E7,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Negativicutes@Selenomonadales@Sporomusaceae@Anaerosporomusa@Anaerosporomusa subterranea,0.0,0.0,0.0,0.0,1.1603E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4057E7,0.0,0.0,0.0,9.4228E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7136E7,0.0,0.0,0.0,1.5063E8,0.0,0.0,0.0
cellular organisms@Bacteria@_@_@_@_@_@Parcubacteria group bacterium GW2011_GWA1_44_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8386E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9691E7,2.9234E7,0.0
cellular organisms@Bacteria@Proteobacteria@Deltaproteobacteria@Desulfobacterales@Desulfobulbaceae@Desulfobulbus@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3924E7,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Deltaproteobacteria@Desulfobacterales@Desulfobulbaceae@Desulfobulbus@Desulfobulbus propionicus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3924E7,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Bacilli@Bacillales@Bacillaceae@Geobacillus@Geobacillus sp. Sah69,0.0,0.0,0.0,0.0,2.948E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2013E7,0.0,0.0,0.0,1.3024E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Eukaryota@Blastocladiomycota@Blastocladiomycetes@_@_@_@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3516E7,0.0,0.0,0.0,5.2654E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2336E7,0.0,0.0
cellular organisms@Bacteria@Cyanobacteria@_@Oscillatoriales@_@_@Oscillatoriales cyanobacterium USR001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2137E7,9.4337E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Eukaryota@Blastocladiomycota@_@_@_@_@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3516E7,0.0,0.0,0.0,5.2654E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2336E7,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Negativicutes@Acidaminococcales@Acidaminococcaceae@Acidaminococcus@_,0.0,0.0,2.7465E8,2.1671E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1529E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Negativicutes@Veillonellales@Veillonellaceae@Megasphaera@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6174E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Xanthomonadales@Rhodanobacteraceae@Mizugakiibacter@Mizugakiibacter sediminis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3045E8,0.0,5.0958E7,0.0,0.0,0.0,0.0,0.0,1.439E8,0.0,0.0,5.4125E7,0.0,0.0,0.0,0.0,7.7504E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@_@_@_@_@_@Parcubacteria group bacterium GW2011_GWA2_47_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9714E7,0.0,3.5171E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Lachnospiraceae@Dorea@_,1.4897E9,3.4105E10,2.9062E10,3.8653E10,2.3593E9,1.1028E11,7.2723E9,1.5277E10,9.1486E8,5.213E10,3.3235E9,6.959E10,2.655E9,4.3454E9,1.4256E10,1.5562E10,5.3308E9,1.3024E10,7.2382E9,1.55E10,1.7754E9,1.3766E10,6.668E9,9.431E9,1.5234E9,1.0473E10,4.5454E9,5.9562E9,5.9146E9,2.0046E10,9.8946E10,1.1678E11
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Bacteroidaceae@Bacteroides@Bacteroides dorei,3.0082E8,0.0,0.0,1.5871E8,3.1773E7,0.0,4.9247E7,4.1293E7,0.0,7.9279E7,4.5028E7,3.4142E7,0.0,1.6353E8,1.1634E9,3.9292E9,2.5599E7,0.0,3.278E7,0.0,5.6427E7,8.3785E7,2.4423E8,6.4078E8,8.0245E6,3.2671E7,3.1931E8,1.7792E8,7.4212E6,0.0,0.0,1.3463E8
cellular organisms@Bacteria@Proteobacteria@Betaproteobacteria@Gallionellales@_@_@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1347E8,1.1982E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2818E7,0.0,0.0,0.0
cellular organisms@Bacteria@Bacteroidetes@Flavobacteriia@Flavobacteriales@Flavobacteriaceae@Apibacter@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.696E7
cellular organisms@Bacteria@Firmicutes@Bacilli@_@_@_@_,3.9525E9,1.1251E11,4.9493E10,6.0276E10,4.2659E9,2.2331E11,3.3446E10,6.5336E10,1.4249E9,1.1159E11,4.4648E10,4.8092E10,1.0765E10,2.1371E11,3.9343E10,5.3854E10,7.7839E9,1.7303E11,3.86E10,6.0258E10,1.052E10,1.5796E11,6.2162E10,5.3673E10,4.8006E9,2.3384E11,3.4912E10,2.964E10,3.8218E9,1.1443E11,2.049E10,4.6739E10
cellular organisms@Bacteria@Proteobacteria@Deltaproteobacteria@Bdellovibrionales@Bdellovibrionaceae@Bdellovibrio@_,0.0,6.5114E7,0.0,6.2568E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Deltaproteobacteria@Bdellovibrionales@Bdellovibrionaceae@Bdellovibrio@Bdellovibrio bacteriovorus,0.0,6.5114E7,0.0,6.2568E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Actinobacteria@Actinobacteria@_@_@_@Actinobacteria bacterium 66_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6835E8,5.7146E7,1.2145E8
cellular organisms@Bacteria@Candidatus Atribacteria@_@_@_@_@Atribacteria bacterium 34_128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6865E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
